umap_x,umap_y,umap_z,department,culture,medium,object_name,object_begin_date
6.5339956,-10.171529,-10.502819,Drawings and Prints,Unknown,Commercial color lithograph,Print,1888
4.9338036,-1.359452,-6.3839307,Drawings and Prints,Unknown,Illustrations: etching and stipple engraving,Book,1823
12.320721,-0.49918464,11.046699,Greek and Roman Art,"Greek, Attic",Terracotta,Kylix fragment,-500
0.555188,-5.344245,3.136506,Modern and Contemporary Art,Unknown,Silverplate and wood,Cups,1922
4.4635205,2.9626563,-2.1728957,Drawings and Prints,Unknown,Commercial color lithograph,Print,1886
0.21309105,7.762907,3.290219,European Sculpture and Decorative Arts,German,Cotton on linen,Sampler,1800
6.945414,1.4771745,-5.727976,Islamic Art,Unknown,Copper,Coin,765
5.8121567,-3.7264206,0.5588076,European Paintings,Unknown,Tempera on wood,"Painting, predella panel",1440
-2.6804042,-9.223816,-2.3092434,Drawings and Prints,Unknown,Mixed method mezzotint on chine collé; proof,Print,1865
-1.4532566,3.775514,2.1444314,European Sculpture and Decorative Arts,Flemish,Bobbin lace,Fragment,1700
10.869797,-8.115628,-1.4070455,Drawings and Prints,Unknown,Commercial color lithograph,Print,1900
6.933122,-5.1469054,-4.2361803,European Paintings,Unknown,Oil on wood,Painting,1629
-3.9469965,-0.8325693,9.300587,Arms and Armor,"Indian, South Indian","Steel, silver, wood, textile",Gauntlet sword (Pata) with scabbard,1701
7.7932544,7.095462,-0.47527888,The American Wing,American,Parian porcelain,Vase,1830
3.45251,0.113045804,-9.738941,Drawings and Prints,Unknown,"Pen and gold-brown ink, brush and white and silver washes on blue paper",Drawing,1535
8.214804,1.820863,-5.504566,Islamic Art,Unknown,"Earthenware; white slip, purplish-black decoration under glaze",Fragment of a bowl,800
-9.201367,-6.824104,-10.471263,Photographs,Unknown,Albumen silver print from glass negative,Photograph,1865
4.1622396,8.73773,-4.199281,European Sculpture and Decorative Arts,French,Silk embroidery on silk,Sample,1780
-3.560338,-7.3056173,2.3453763,The American Wing,American,Porcelain,Coffee cup and saucer,1885
4.0862455,-0.087969884,5.9993777,Drawings and Prints,Unknown,Woodcut,Print,1509
0.61390513,-4.93245,2.267501,Drawings and Prints,Unknown,Engraving,Print,1881
0.7145249,-1.7488049,-11.154799,European Sculpture and Decorative Arts,Italian,Silk,Piece,1500
0.13964626,-0.326278,-5.375721,Asian Art,China,Chalcedony with jadeite stopper,Snuff bottle,1767
-3.064901,-7.637942,2.0336351,The American Wing,American,Graphite on off-white wove paper,Drawing,1885
5.159325,-4.1002326,-0.61400986,Drawings and Prints,Unknown,Etching; first state of three (Albricci),Print,1560
2.2359278,-6.2286353,-2.2916875,Egyptian Art,Unknown,Faience,"Shabti, Djedkhonsuefankh",-1070
-2.6744902,-10.201721,-10.853803,Drawings and Prints,Unknown,Etching; second state of three (Préaud),Print collection ornament & architecture,1633
5.0886216,2.8898873,8.390652,"Arts of Africa, Oceania, and the Americas","Yoruba peoples, Ijebu group","Wood, pigment",Headdress,1800
9.055222,4.8602567,4.6947775,European Sculpture and Decorative Arts,"Italian, Venice (Murano)",Glass,Port glass,1866
5.008875,-1.0624374,-0.6004997,"Arts of Africa, Oceania, and the Americas",Moche,Gold,Earflare frontal,200
-2.5178769,3.7254865,-1.3894948,Photographs,Unknown,Chromogenic print,Photograph,1973
-0.7793269,5.0332694,2.101263,European Sculpture and Decorative Arts,probably European,Metal thread,Fringe,1800
-1.8666285,5.0594926,-14.892547,Drawings and Prints,Unknown,Gelatin silver print,Photograph,1920
1.3364105,5.641504,-10.6669445,Drawings and Prints,Unknown,Hand-colored albumen photograph,Photograph,1888
-8.343247,-3.2463222,-1.6340119,Greek and Roman Art,Cypriot,Gold,Pendant in the form of a lion's head,-450
4.4512286,2.9901297,-0.3075645,Drawings and Prints,Unknown,Wood engraving,Print,1791
14.703986,0.8356124,-3.4523032,European Sculpture and Decorative Arts,French,Needle lace,Border,1800
0.772334,-5.3513713,2.9357154,Modern and Contemporary Art,Unknown,Oil on canvas,Painting,1910
-1.6797104,4.9474015,-2.0328612,Photographs,Unknown,Film negative,Negative,1941
-7.394066,3.2767086,-1.6392748,Greek and Roman Art,Cypriot,Terracotta,Jug,-1600
0.773823,7.448483,-2.7415397,Costume Institute,American,linen,Trousers,1939
-5.047202,-4.2329435,-8.180668,Arms and Armor,Bornean,"Cane, bone",Sword (Parang latok) with scabbard,1701
-8.539855,0.6633433,-1.6755166,Drawings and Prints,Unknown,Etching,Print,1650
6.346302,6.4414454,8.298667,Drawings and Prints,Unknown,Commercial color lithograph,Print; ephemera,1941
9.373223,-6.7149496,-0.86112165,Costume Institute,American or European,cotton,Blouse,1900
-3.8924816,-7.76499,1.465032,The American Wing,American,Watercolor on ivory,"Painting, miniature",1830
-10.983868,14.027801,-1.7690526,Islamic Art,Unknown,Stucco; carved,Fragment,800
7.135123,-0.46231896,-0.82465434,European Sculpture and Decorative Arts,"British, Chinnor, Oxfordshire",Bobbin lace,Fragment,1800
2.3150282,-1.5834384,0.7309307,Drawings and Prints,Unknown,Etching,Print,1644
-2.0188427,3.270357,-2.0213416,Photographs,Unknown,Chromogenic print,Photograph,1972
1.8414259,-2.8953204,-6.374332,The American Wing,Dutch,Watercolor on ivory in gold locket,"Painting, miniature",1760
-3.97522,-2.3316574,-10.578253,Drawings and Prints,Unknown,Commercial color photolithograph,Print,1921
0.8620337,-2.1322758,-0.4740256,Drawings and Prints,Unknown,Etching,Print,1680
3.4142454,3.3933318,-2.1297421,Drawings and Prints,Unknown,Etching,Print,1906
7.2796407,-4.938456,-3.7920344,Drawings and Prints,Unknown,Etching; second state of two,Print,1620
0.5847029,-5.033959,-9.454244,European Sculpture and Decorative Arts,"French, Paris","Metal, enamel",Watch,1800
-9.588933,-3.036406,7.8889422,The Cloisters,French,Lead,Pilgrim's badge,1300
0.7786615,-4.3942046,6.469072,European Sculpture and Decorative Arts,French,"bronze, cast -- single",Medallion,1888
-7.5859222,4.3246374,-2.9463024,Islamic Art,Unknown,"Wool, linen; plain weave, tapestry weave",Textile fragment,300
-9.169769,-4.5661645,1.4917988,Egyptian Art,Unknown,"Wood, linen string",Model pick,-1473
5.8965497,10.293046,7.971096,Drawings and Prints,Unknown,Commercial color lithograph,Print,1889
-3.1860533,-2.2205667,-0.85312253,Photographs,Unknown,Platinum print,Photograph,1899
2.7542062,3.578018,14.130658,Asian Art,Japan,Silk / Compound weave,Piece,1700
0.24860542,-0.47511438,-5.255858,Asian Art,China,Painted enamel,Plate,1736
3.7997577,0.7913078,-3.6223295,Photographs,Unknown,Salted paper print from paper negative,Photograph,1843
5.006871,2.6497295,8.200313,"Arts of Africa, Oceania, and the Americas",Fijian,"Whale ivory, fiber, glass beads",Necklace,1800
10.452929,8.498189,11.135223,Drawings and Prints,Unknown,Commercial color lithograph,Print,1889
-1.5436914,5.288347,7.863164,Asian Art,China,Jadeite,Lion,1300
-5.037079,5.841606,1.4276181,Asian Art,Japan,Two-panel folding screen; ink on paper,Screen,1760
-0.09608356,-7.3248534,-5.4506187,Robert Lehman Collection,Chinese,Porcelain painted in underglaze blue.,Covered winepot or teapot,1662
-1.6229451,8.308432,6.301592,Drawings and Prints,Unknown,Pochoir,Book Prints Ornaments & Architecture,1925
7.7857156,7.611262,-2.5253127,Drawings and Prints,Unknown,Commercial color photolithograph,Print,1927
0.0064501613,-0.13776116,-5.5397115,Asian Art,China,Silk on silk,Woman's rank badge,1767
-1.620583,7.758895,-1.8301485,Egyptian Art,Unknown,Slate,Cartouche-shaped toilet dish,-2030
5.886296,6.6614203,0.48771518,Costume Institute,American,metal,Ring,1943
-4.5824842,-5.729285,-1.4453437,Drawings and Prints,Unknown,Commercial color photolithograph,Print,1939
9.480195,-0.0063126255,-4.8524666,Egyptian Art,Unknown,Limestone,"Seal, private",-1550
4.0723233,-0.06194542,5.9629765,European Paintings,Unknown,Oil on wood,Painting,1520
-6.4493318,6.5606527,-4.143959,Costume Institute,American,Silk,Hat,1958
-6.379961,3.0043688,-5.900641,Drawings and Prints,Unknown,Etching,Book,1700
-2.629635,0.3781818,-7.1871343,Ancient Near Eastern Art,Iran,"Ceramic, paint",Sherd,-1505
-10.984021,14.02797,-1.769165,Islamic Art,Unknown,Stucco; carved,Fragment,800
-0.052773632,4.980965,-1.9006152,Photographs,Unknown,Gelatin silver print,Photograph,1929
-1.4346032,5.4811187,8.104358,Asian Art,China,Pottery (Jun ware),Jar,960
6.3739944,5.924014,0.10383287,Costume Institute,American,Silk,Stockings,1890
4.910996,-4.132945,-1.333335,Drawings and Prints,Unknown,Etching,Print,1640
0.8958607,4.0930595,-1.9674083,Drawings and Prints,Unknown,Drypoint,Print,1925
-8.004872,-7.378708,0.91685766,Greek and Roman Art,"Greek, Lydian",Terracotta,Vase fragment,-7000
5.403231,-1.7731035,0.24913934,Asian Art,Indonesia (Java),Bronze,Bell base,900
0.99629235,7.6274037,-8.465264,Asian Art,Japan,Faience with decoration of enamels (Kyoto ware),Alcove ornament,1800
8.757788,-0.14558212,-9.6727495,Photographs,Unknown,Film negative,Negative,1935
-0.94542056,6.1234293,10.232803,Medieval Art,Coptic,"Palm leaf with the inner sole made of strips, the lower sole in basket weave, and the straps plaited",Sandal,300
9.08921,-3.5169895,11.887569,Photographs,Unknown,Albumen silver prints,Stereographs,1850
0.95569706,-9.069914,-2.275665,Islamic Art,Unknown,Silver,Ring,200
9.830563,1.9996392,3.055291,Photographs,Unknown,Daguerreotype,Photograph,1848
9.202606,2.3674405,3.0776029,Modern and Contemporary Art,Unknown,Tempera on canvas,Painting,1927
2.1150641,14.395751,-10.513713,Drawings and Prints,Unknown,Albumen photograph,Photograph,1890
1.5797516,0.98650587,-8.243217,Egyptian Art,Unknown,Glass,"Inlay fragment, millefiori",1
-2.4334064,-11.343465,-3.1221895,Asian Art,China,Hanging scroll; ink and color on silk,Hanging scroll,1368
-4.383597,3.2872026,-4.3097553,Drawings and Prints,Unknown,Commercial photolithograph,Print,1943
-1.1472048,-2.3573155,-1.3984824,Drawings and Prints,Unknown,Illustrations: wood engraving,Book,1841
2.8263013,-0.49112302,1.1993805,Drawings and Prints,Unknown,"Engraving, first state of three (New Hollstein)",Print,1562
-3.0179756,0.000887487,-7.101954,Ancient Near Eastern Art,Old Assyrian Trading Colony,Ivory,Furniture element,-1800
-6.0807195,8.3405695,-13.144319,Greek and Roman Art,"Greek, Attic",Terracotta,Kylix fragment,-500
-8.036621,-8.843571,-1.652214,Egyptian Art,Unknown,Pottery,"Cone, Maaty, circular impression, scribe, Huy, house mistress",-1550
-2.3692918,3.5608592,-0.6016058,Modern and Contemporary Art,Unknown,Crayon on paper,Drawing,1968
0.8599111,-5.231686,2.589235,Drawings and Prints,Unknown,"Color lithograph; first state of two, before most letters",Print,1889
2.1148818,14.395573,-10.513903,Drawings and Prints,Unknown,Albumen photograph,Photograph,1890
5.0764074,-2.5234737,-4.189216,Photographs,Unknown,Photomechanical prints,Postcard,1900
-1.5553596,-4.3810782,8.607009,Modern and Contemporary Art,Unknown,Silk,Textile sample,1920
-1.3174732,-2.0901682,1.5208585,Drawings and Prints,Unknown,Brush and wash,Drawing,1861
-8.37142,-3.2745135,-1.6098777,Greek and Roman Art,Cypriot,Limestone,"Capital, square, with volutes",-400
13.40878,-4.0926332,6.488202,Drawings and Prints,Unknown,Etching; second state of two (Lieure),Print,1636
2.4929657,-2.580084,-8.897819,European Sculpture and Decorative Arts,British,Deal,Baluster,1730
14.968378,-4.10268,-7.6698756,Greek and Roman Art,"Greek, Attic",Terracotta,Amphora fragment,-650
-3.4757116,0.035951074,3.1945126,"Arts of Africa, Oceania, and the Americas",Colombia (?),Gold (hammered),Nose ornament,900
10.315378,9.461373,-7.8014,Egyptian Art,Unknown,Limestone,"Relief, Tomb of Nespekashuty, wall casing",-664
-8.615772,5.235706,8.446452,Greek and Roman Art,"Greek, Attic",Terracotta,Kylix fragment,-530
4.322835,3.1468377,-1.9066815,Drawings and Prints,Unknown,Charcoal and graphite,Drawing ; Ornament and Architecture,1883
0.11129826,-0.9454382,6.0873957,Asian Art,Indonesia (Central Java),Gold,Chain,700
10.521815,0.19622914,-0.7327432,Drawings and Prints,Unknown,Lithograph on newsprint; third state of three (Delteil),Print,1866
1.483322,-8.448084,-14.234444,Greek and Roman Art,"Greek, Attic",Terracotta,Lekythos fragment,-650
-4.8121934,-1.6907215,-1.0397061,Modern and Contemporary Art,Unknown,Acrylic liner and enamel on Birch wood,Painting,2017
2.686029,-7.2218533,-1.7707546,European Sculpture and Decorative Arts,possibly Italian,Wool,Fragment,1600
6.6651564,-3.003278,-5.484155,Islamic Art,Unknown,"Silk, metal wrapped thread; lampas (kemha)",Textile fragment,1540
-1.3812715,-4.910419,-3.6381564,Asian Art,China,"Silk, metallic thread on silk",Rank Badge,1700
-6.579132,-6.4149776,-5.6500435,Asian Art,Japan,Silk / Compound weave,Piece,1600
-5.290342,0.2646208,-4.8334875,European Sculpture and Decorative Arts,French,Silk,Skirt panel,1885
-0.439939,-8.590788,-1.9548371,Asian Art,Japan,Silk / Compound weave,Piece,1400
1.7680637,-2.61394,-6.360581,The American Wing,Mexican,Nickel,Centavos,1860
-3.0577931,3.3838315,4.361454,European Sculpture and Decorative Arts,"German, Potsdam",Glass,Beaker,1688
0.5166034,-5.1530285,2.8174546,Photographs,Unknown,Gelatin silver print from glass negative,Photograph,1915
4.0914993,-0.080145635,6.0037284,Drawings and Prints,Unknown,Engraving,Print,1520
7.1715508,2.5110447,4.5905924,Costume Institute,Italian,Straw,Hat,1953
-1.5060267,-5.0935497,-3.6360204,Asian Art,China,Porcelain with copper red glaze (Jingdezhen ware),Vase,1668
4.6096287,5.5762067,-3.3041127,The American Wing,Unknown,Brass,Furniture hardware,1670
5.1279564,-4.117286,-0.5121258,Drawings and Prints,Unknown,"Pen and two shades of brown ink, brush and pale brown wash, over traces of black chalk",Drawing,1536
-5.716689,3.500842,-5.938411,Drawings and Prints,Unknown,Etching; first state of two (Préaud),Print collection ornament & architecture,1630
-3.723164,-7.4665318,2.1976912,The American Wing,American,Porcelain,Pitcher,1875
0.66466874,1.1138082,-2.6974971,Drawings and Prints,Unknown,Red chalk,Drawing,1700
-14.7239485,-3.7886662,5.1824074,Egyptian Art,Unknown,"Wood, stucco, paint, resin","Body covering, Openwork, Head of a priest",-1279
-9.7843075,-6.962902,11.220565,Drawings and Prints,Unknown,Commercial color lithograph,"Baseball card, print",1911
-1.6120824,8.282526,6.320126,Drawings and Prints,Unknown,Lithograph and pochoir,Book Print Ornament & Architecture,1920
-10.053817,-4.487229,-2.015006,Drawings and Prints,Unknown,Etching and engraving,Print,1775
4.218586,-4.2914906,8.9056635,Drawings and Prints,Unknown,Pen and black ink watercolor and gouache,Drawing,1889
-4.0802803,-2.7081435,4.1049943,Greek and Roman Art,"East Greek/Sardis, Lydian",Terracotta,Tile fragment,-900
6.3344383,-3.1366453,-5.0729246,Islamic Art,Unknown,Steel,"Spear head
",1600
-3.2323124,-2.3085413,0.9778833,Photographs,Unknown,Gelatin silver print,Photograph,1951
-0.9603648,-2.7451694,-8.8001,Modern and Contemporary Art,Unknown,Cotton,Book,1935
-0.21191566,0.31002873,-2.5350914,Drawings and Prints,Unknown,Etching,Print,1834
-1.5553871,5.2692103,7.8393655,Asian Art,China,Stoneware,Figure,1281
8.060874,5.7766476,-0.728142,The American Wing,American,"Wood, plaster",Curtain pole,1770
1.0694531,3.9487898,-1.9747176,Drawings and Prints,Unknown,"Etching, Aquatint",Print,1920
-6.8394275,2.3317666,-5.557133,Drawings and Prints,Unknown,Lithograph,Print,1830
-1.9609656,-0.7332204,6.858873,Egyptian Art,Unknown,Pottery,"Bowl, red polished",-3850
-0.69829965,3.8691773,-1.811402,Drawings and Prints,Unknown,Relief,Print,1960
7.226718,-0.80455077,-0.6470994,European Sculpture and Decorative Arts,German or Austrian,Cotton and silk on cotton,Sampler,1800
5.362679,7.919542,17.04443,Drawings and Prints,Unknown,Albumen photograph,Photograph,1890
3.9014003,-4.8304486,10.661102,Greek and Roman Art,Cypriot,"Bronze, glass paste",Figurine of a bird,-799
2.0698638,-4.6096044,-6.690088,Drawings and Prints,Unknown,Engraving,Print,1514
-0.2513814,-1.898498,0.672151,Drawings and Prints,Unknown,Etching and engraving; second state of two (Bocher),Print,1775
4.2059684,9.687404,2.011203,Asian Art,Japan,Clay covered with a thick glaze and a patch in the shape of Mount Fuji (black Raku ware),Teabowl,1700
1.167128,6.4262853,-0.19552763,Arms and Armor,Javanese,Steel,Ancus head,1501
1.1676528,12.649337,-3.655905,Greek and Roman Art,Roman,Glass,"Fragment, striped mosaic bowl",-25
-1.8535417,-2.2522528,-1.7353411,Drawings and Prints,Unknown,Illustrations: wood engraving,Book,1866
4.915995,-5.5772986,7.008311,Costume Institute,French,"cotton, feathers",Evening ensemble,1960
0.71304566,-1.7473912,-11.1544695,European Sculpture and Decorative Arts,Italian,Bronze,Plaquette,1500
2.5413163,5.827746,0.79334027,Costume Institute,American,"Metal, silk",Evening minaudière,1950
-2.227715,11.439597,4.535797,Egyptian Art,Unknown,Bronze,Arrow head,-1295
11.005252,-7.541627,-5.712339,Drawings and Prints,Unknown,Commercial photolithograph tinted sepia,"Baseball card, print",1931
0.28279907,-3.8521526,-4.2750335,European Sculpture and Decorative Arts,"British, Stourbridge","Two-layered glass, cameo cut",Vase,1885
-4.5521955,6.9175024,0.82719177,Asian Art,Japan,Woodblock print; ink and color on paper,Print,1900
-3.374127,-2.4140532,-1.2491505,Drawings and Prints,Unknown,"Color woodcut, printed in light blue ink, proof",Print,1938
-2.7548237,0.9320452,-1.5518996,"Arts of Africa, Oceania, and the Americas",Tairona,Stone,Scepter,1200
0.8828139,-4.535143,-9.635684,Arms and Armor,Spanish,"Steel, bronze, gold",Cup-hilted rapier,1625
0.6065627,13.727831,11.604822,Drawings and Prints,Unknown,Commercial color lithograph,Print,1888
-1.7717956,3.9913542,-1.5845435,Photographs,Unknown,Gelatin silver print,Photograph,1963
-3.1458778,3.1595788,-0.6488401,Modern and Contemporary Art,Unknown,Glazed ceramic,Unknown,1992
-1.0060229,-6.816562,3.1078231,Arms and Armor,Japanese,"Bronze, leather",Percussion pistol with holster,1590
-2.8977633,-2.3813667,-0.1556151,Drawings and Prints,Unknown,Lithograph,Print,1900
5.2815237,4.455604,3.5893073,Drawings and Prints,Unknown,Commercial color lithograph,Print,1900
5.2010026,5.154439,-4.3043494,Costume Institute,Japanese,"wool, cotton",Ensemble,1982
5.740613,-6.2451515,6.450209,Islamic Art,Unknown,"Wood; carved, inlaid with ivory",Panel,1300
-0.5862333,0.18118557,-1.645609,European Paintings,Unknown,Oil on canvas,Painting,1865
-6.0630674,-7.401688,10.96688,Modern and Contemporary Art,Unknown,Silk,Textile sample,1900
-1.9601966,-0.73486006,6.8587074,Egyptian Art,Unknown,Pottery,Jar,-3850
5.625834,5.427034,-6.3188076,Drawings and Prints,Unknown,Etching,Print,1630
1.16915,12.646828,-3.6540346,Greek and Roman Art,Roman,Glass,"Fragment, mosaic bowl",-25
5.0127363,2.6544843,8.193287,"Arts of Africa, Oceania, and the Americas",Fijian,Wood,Dance club,1800
5.150171,-1.2611197,0.070450634,Medieval Art,Byzantine,"Silver, parcel gilt",Plaque,500
-1.096297,-2.7636423,-9.076333,Photographs,Unknown,Lithograph,Stereograph,1900
0.43941602,6.0180216,4.787571,Costume Institute,French,"wool, silk",Dress,1925
-2.8888958,2.0981627,3.8656003,European Sculpture and Decorative Arts,probably Italian,Corpus: ivory; cross: ebony and ivory,Crucifix,1585
3.9310864e-05,-0.13512287,-5.541139,Asian Art,China,"Silk, metallic thread on silk",Medallion,1767
-0.98837334,4.3266406,-1.7391939,Photographs,Unknown,Gelatin silver print,Photograph,1951
-5.1224813,-10.267009,2.6676464,Costume Institute,French,"silk, synthetic, rhinestones, metal",Evening dress,1939
-9.201367,-6.824104,-10.471268,Photographs,Unknown,Albumen silver print from glass negative,Photograph,1865
-1.6643178,-2.5645916,-1.3196486,Photographs,Unknown,Albumen silver print from glass negative,Photograph,1857
-2.642259,-2.5619087,1.4478804,Drawings and Prints,Unknown,Gouache and metallic paint,Drawing,1932
0.91770244,-2.1573522,-0.59061354,Drawings and Prints,Unknown,Engraving,Print,1734
-0.7915049,4.015682,1.9101492,Costume Institute,probably French,"silk, cotton",Waistcoat,1775
-3.2566228,-2.681307,-1.5523891,Drawings and Prints,Unknown,Machine roll-printed,Wallpaper,1922
4.9078774,-4.1535196,-1.2990923,Drawings and Prints,Unknown,"Pen and brown ink, brush and brown wash",Drawing,1640
0.53349686,9.341679,11.984211,Drawings and Prints,Unknown,Pen and ink and wash,Drawing,1826
-3.534534,-10.214568,3.8845286,Egyptian Art,Unknown,Quartz,"Necklace, beads",-1981
-1.4310739,4.9673676,-1.6412735,Photographs,Unknown,Gelatin silver print,Photograph,1943
2.81979,4.389054,-1.7442538,Drawings and Prints,Unknown,Commercial relief process and letterpress,Print,1896
-2.3091927,-1.6393478,14.754741,Medieval Art,Byzantine,"Cloisonné enamel, silver gilt",Plaque,1100
1.0148004,0.0810555,9.025425,Modern and Contemporary Art,Unknown,Pottery,Group figure,1900
-0.22969325,-1.7185115,5.9547644,Asian Art,Pakistan,Painted terracotta,Shard,250
-6.780307,-2.4633844,-5.648116,Photographs,Unknown,Gelatin silver print,Photograph,1960
-6.767283,6.1088123,-3.8014922,The American Wing,American,"Watercolor, pen and iron gall ink, and graphite on off-white wove paper",Watercolor,1806
-3.8660138,8.003478,6.0832114,Drawings and Prints,Unknown,Engraving; first state of three (New Hollstein),Print,1571
0.75284547,-4.807343,-9.581573,European Sculpture and Decorative Arts,Spanish,Silk on silk,Fragment,1700
7.757287,6.3999376,-0.6517332,The American Wing,American,Free-blown lead glass,Lamp,1800
7.172578,-4.9660697,-3.8713439,Drawings and Prints,Unknown,Pen and gray ink and washes with heightening in white gouache on two sheets of joined blue paper,Drawing,1613
-2.3835282,-1.6362014,14.977135,Medieval Art,European or Middle Eastern,"Glass, ceramic",Fragment,1125
-0.37452486,0.027921336,-1.5825708,Drawings and Prints,Unknown,Aquatint,Print,1847
0.7677855,4.4439263,8.56712,Greek and Roman Art,"Greek, Attic",Terracotta,"Kylix, eye-cup",-525
10.220804,-2.6672761,2.3409555,European Sculpture and Decorative Arts,"British, Caughley",Soft-paste porcelain,Coffee cups,1775
4.91049,-0.8655749,-1.3145514,Ancient Near Eastern Art,Sasanian,Carnelian,Stamp seal,200
-7.337132,3.3401873,3.9416077,Egyptian Art,Unknown,Hematite,Kohl Stick,-1635
0.73577845,-1.9374559,6.5933228,Asian Art,Indonesia(?),Bronze,Drum,-500
5.8418612,-1.3279797,1.4931502,Ancient Near Eastern Art,Sasanian,"Linen, plain weave, embroidered with wool and cotton",Textile,500
-1.0065846,-6.81383,3.110417,Arms and Armor,Japanese,"Deerskin, cotton",Brigandine cuirass with sleeves,1590
-1.7961906,-2.232977,-0.9061121,Drawings and Prints,Unknown,Lithograph,Book Print Ornament & Architecture,1844
2.5184116,-7.4697523,-1.8506978,European Sculpture and Decorative Arts,British or Italian,Silk on canvas,Panel,1600
4.2067747,2.780379,-0.7301173,Drawings and Prints,Unknown,"Pen and black ink, watercolor and gouache with gum arabic",Drawing,1850
-6.950137,3.032999,3.902862,Ancient Near Eastern Art,Unknown,Stone,Cylinder seal,-2000
7.4217234,-7.347806,-1.6258284,Asian Art,Japan,"Lacquer, silver and gold foil, roiro, nashiji, gold and coloured togidashi; Interior: red lacquer and fundame, decoration",Inrō,1800
0.50855106,-4.8522177,1.6741116,Photographs,Unknown,Albumen silver print from glass negative,Photograph,1860
-9.2366705,0.17383213,1.1899714,Egyptian Art,Unknown,Terracotta,"Mold, amulet",-664
-6.676503,-3.9923782,-15.413181,Asian Art,Japan,Silk,Piece,1700
6.749503,2.3015647,-5.2323847,Islamic Art,Unknown,Earthenware; glazed,Fragments,800
-8.382275,-3.2853253,-1.6005489,Greek and Roman Art,Cypriot,Terracotta,Statuette of a female with kithara from a ring dance,-299
0.78688306,7.119843,-4.0694556,Costume Institute,American,"(a) silk, rhinestone; (b, c) silk",Ensemble,1995
1.9782072,-1.5040315,0.66620916,Drawings and Prints,Unknown,Engraving; second state of two (New Hollstein),Print,1652
-3.6128707,0.09129533,-7.0637984,Ancient Near Eastern Art,Hattian,Copper alloy,Spearhead,-2300
-4.567968,-5.7632275,-1.4425254,Drawings and Prints,Unknown,Commercial color lithograph,Print,1930
0.83649904,-0.014830141,9.890498,Photographs,Unknown,Albumen silver print from glass negative,Photograph,1860
8.5595,8.334603,10.263153,Drawings and Prints,Unknown,Commercial color lithograph,Print,1889
-3.1217754,-7.0321903,-3.853302,Drawings and Prints,Unknown,"Pen and ink, graphite, watercolor",Drawing ; Ornament and Architecture,1850
-3.803028,-7.6540227,0.753738,The American Wing,American,Silver,Cream pot,1790
-7.39425,3.2769253,-1.6390088,Greek and Roman Art,Cypriot,Terracotta,Jug,-1600
4.941285,-7.5119977,8.689526,Greek and Roman Art,Cypriot,Bronze,Fibula,-3900
-0.09374856,-1.0192205,5.823553,"Arts of Africa, Oceania, and the Americas",Remojadas,"Ceramic, pigment, tar",Head,500
5.686172,-7.688567,-0.6473274,Islamic Art,Unknown,Stonepaste; painted and glazed,Dish,1700
2.0306957,-1.6414279,0.5231263,Drawings and Prints,Unknown,Etching,Print Ornament & Architecture,1664
2.6187992,-7.3094254,-1.7755036,European Sculpture and Decorative Arts,French or Italian,Steel,Needle sheath,1600
7.2426157,6.576445,-0.39293593,Costume Institute,American,silk,Afternoon dress,1852
-10.37846,-4.72247,-2.1616938,Drawings and Prints,Unknown,Etching,Print,1756
6.8149695,-2.8702147,-5.6742144,Islamic Art,Unknown,"Stonepaste; molded, glazed",Bottle,1400
-4.317547,-3.5750165,4.8962374,"Arts of Africa, Oceania, and the Americas",Paracas,"Ceramic, slip",Dish,-700
10.221039,-2.6670036,2.3416846,European Sculpture and Decorative Arts,"probably British, Staffordshire",Lead-glazed earthenware,Sauceboat,1765
2.756405,3.6070263,-7.1490593,European Sculpture and Decorative Arts,French,Cotton,Piece,1885
-0.40995604,0.23697306,-1.9922312,Drawings and Prints,Unknown,Wood engraving,Print,1850
1.6198448,-2.5740736,-6.4661684,Costume Institute,Chinese,jadeite,Ring,1775
-5.0536556,-0.29662818,-7.1303234,Ancient Near Eastern Art,Iran,Bone,Tool,-5000
-3.1285355,1.547046,4.206143,European Sculpture and Decorative Arts,"Chinese, for Portuguese market",Hard-paste porcelain with cobalt blue under transparent glaze (Jingdezhen ware),Jug,1515
-4.000666,-2.277961,-10.566361,Drawings and Prints,Unknown,Commercial color photolithograph,Print,1920
10.552103,-0.16627233,-0.2857091,Drawings and Prints,Unknown,Etching and aquatint with brown ink,Print,1780
-7.808576,-0.35046467,2.9312644,Egyptian Art,Unknown,"Limestone, paint","Relief, tomb of Meketre",-1981
-6.6765156,-3.9923909,-15.413151,Asian Art,Japan,Silk,Piece,1700
4.1895037,8.726107,-4.2578206,European Sculpture and Decorative Arts,French,Silk on silk,Sample,1800
-1.6603609,7.8317556,6.7183857,Drawings and Prints,Unknown,Lithograph,Print,1835
-2.8696253,6.6550627,-3.0360372,Egyptian Art,Unknown,Tempera on paper,"Facsimile, Qenamun (TT 93), vase",-1427
-1.9524355,3.5956774,3.545762,European Sculpture and Decorative Arts,"German, Nuremberg","Glass, enamel",Schnapps glass,1750
-5.33462,-0.8181976,-1.4807763,Egyptian Art,Unknown,Clay,"Jar sealing, Perneb",-2381
1.4401023,0.008866106,8.6929,Drawings and Prints,Unknown,Etching,Print,1931
2.754286,3.577983,14.130551,Asian Art,Japan,Silk / Compound weave,Piece,1700
-5.121756,-10.786969,-0.8883017,Drawings and Prints,Unknown,Unknown,Unknown,0
