umap_x,umap_y,umap_z,department,culture,medium,object_name,object_begin_date
0.19070847,10.963917,-1.2409048,Drawings and Prints,Unknown,Etching,Print,1535
-3.463254,-7.5642858,1.6181765,The American Wing,American,Pressed glass,Sweetmeat compote,1850
-1.9715903,10.407708,-0.935967,Modern and Contemporary Art,American,"Silk, printed",Textile sample,1925
9.037416,2.5404406,3.1794484,Drawings and Prints,Unknown,Inkjet print,Print,2016
5.907756,-2.4428437,7.388326,Ancient Near Eastern Art,Iran,Bronze,Tube,-700
2.8462656,3.5145643,0.65928334,Modern and Contemporary Art,Unknown,Black chalk on paper,Drawing,1931
4.3926253,-4.1704917,9.120326,Drawings and Prints,Unknown,"Pen and black ink, watercolor and gouache",Drawing,1881
-0.16124742,-3.4778905,4.645405,Drawings and Prints,Unknown,Pen and brown ink,Drawing,1490
-4.3879766,-1.9331858,-0.41345593,Drawings and Prints,Unknown,Pen and India ink,Drawing,2001
2.8408434,0.2772405,-9.440696,Drawings and Prints,Unknown,Engraving,Print,1674
5.9303703,-1.3652893,1.6285218,Medieval Art,Frankish,Silver,Earring,675
-5.14297,0.49719507,4.8581347,Drawings and Prints,Unknown,Etching; second state of two,Print,1465
0.659697,1.2905204,-3.3358452,Drawings and Prints,Unknown,"Pen and black ink, brush and orange, brown, and gray wash",Drawing,1800
5.3587394,7.925926,17.041801,Drawings and Prints,Unknown,Albumen photograph,Photograph,1890
10.204477,1.481019,2.901958,Drawings and Prints,Unknown,Engraving,Print,1724
4.1707444,3.5442703,1.4451907,Drawings and Prints,Unknown,Woodcut,Print,1923
-1.360601,-4.890225,-3.6397946,Asian Art,China,"Silk, metallic thread","Robe, Imperial Court",1723
0.26957354,6.5279517,4.589857,Costume Institute,French,Wool,Dress,1968
5.340358,7.942108,17.021278,Drawings and Prints,Unknown,Albumen photograph,Photograph,1890
-2.9638565,1.139981,4.1039305,Arms and Armor,German or Bohemian,Iron alloy,Spur,1401
3.8067033,-0.0028259025,-9.962814,Drawings and Prints,Unknown,Woodcut,Book,1546
-4.160444,8.14964,-0.7180503,Drawings and Prints,Unknown,Woodcut,Books Prints Ornament & Architecture,1556
1.8851658,-1.919614,0.23985964,Drawings and Prints,Unknown,Engraving,Book,1687
-2.2440386,0.9502637,3.809096,Asian Art,Tibet,Opaque watercolor on paper,Initiation card,1400
5.923695,-3.2175162,5.64126,Egyptian Art,Unknown,Green jasper,Ox-head amulet from a foundation deposit of Apries,-589
-0.4010349,-3.9158447,9.525807,Drawings and Prints,Unknown,Woodcut,Books Prints Ornament & Architecture,1597
-3.6521974,-7.588982,1.1737185,The American Wing,American,Oil on canvas,Painting,1830
4.226773,-8.035039,0.12358746,Drawings and Prints,Unknown,"Graphite, Watercolor and Gouache",Album Drawing Ornament & Architecture,1870
7.2948027,-0.76836586,-0.7205548,European Sculpture and Decorative Arts,French or Belgian,Applied,Flounce,1800
7.225641,2.5537117,4.526354,Costume Institute,Italian,"silk, gold",Court Ensemble,1857
3.8412766,8.09014,-4.4839263,Costume Institute,French,silk,Dress,1856
0.9556527,-9.073699,-2.273223,Egyptian Art,Unknown,Glass,"Beads, string",600
3.9021106,8.717638,-3.9568322,European Sculpture and Decorative Arts,French,Cotton,Length,1820
-3.6683874,-7.5680237,1.0035362,The American Wing,American,"Mahogany, satinwood, tulip poplar, white pine",Tall clock,1810
-4.5122023,-1.8469043,-1.2303929,Photographs,Unknown,Palladium prints,Portfolio,1978
15.109449,-6.5907154,1.2702336,Drawings and Prints,Unknown,Commercial color lithograph,Baseball card,1957
10.8751,-8.1212,-1.4123528,Drawings and Prints,Unknown,Commercial color lithograph,Print; ephemera,1903
5.35559,7.926721,17.037287,Drawings and Prints,Unknown,Albumen photograph,Photograph,1890
-1.1839349,3.8908265,-4.6006026,European Sculpture and Decorative Arts,Russian,Metal and silk thread,Omophorion,1800
4.5424943,-7.8761525,0.25999767,Islamic Art,Unknown,"Cotton, metal wrapped thread; embroidered",Robe,1850
0.66284126,8.93202,11.810441,Drawings and Prints,Unknown,Etching,Print,1884
0.78193104,8.412109,11.861522,Drawings and Prints,Unknown,Lithograph,Print; Poster,1895
-3.0795586,1.4098456,4.227772,Medieval Art,Netherlandish,"Tempera, ink, and gold on parchment",Book of Hours; Manuscript leaf,1500
0.47783622,-7.076999,-5.337173,European Sculpture and Decorative Arts,"British, Sheffield",Silver,Candlesticks,1824
-4.7604423,-9.829576,-7.2498307,Drawings and Prints,Unknown,Lithograph,Print,1935
9.3794985,2.305202,3.118201,Drawings and Prints,Unknown,Watercolor over graphite,Drawing,1893
-0.7542011,-2.4369159,-1.2408193,Drawings and Prints,Unknown,"Etching, hand-colored",Print,1827
-0.34528413,6.679216,2.3979762,Musical Instruments,Native American (Skittagetan),wood,Reed Pipe,1801
0.99623877,-4.862639,2.1570716,European Paintings,Unknown,Pastel on wood,Drawing,1885
0.91986126,7.429471,-3.6196907,Costume Institute,American,"cork, plastic, metal",Earrings,1967
14.05967,7.0562816,7.032399,Drawings and Prints,Unknown,Albumen photograph,Photograph,1886
-2.1460137,3.7323608,-0.7079707,Modern and Contemporary Art,Unknown,Graphite on tracing paper,Drawing,1958
4.9423933,-4.225231,-1.0175074,Drawings and Prints,Unknown,Red chalk,Drawing,1612
-1.0769572,-6.5070643,3.3216038,Arms and Armor,Japanese,"Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), copper, gold, enamel",Knife handle (Kozuka),1590
3.6106348,-0.27071422,9.229568,Greek and Roman Art,Roman,Carnelian,Intaglio,-99
4.165598,3.5442977,1.4412954,Drawings and Prints,Unknown,Lithograph,Print,1923
3.4142845,0.7572237,-2.0522044,Drawings and Prints,Unknown,Engraving and etching,Prints,1613
-6.7075872,6.192064,-3.92132,The American Wing,American,"Watercolor, brown ink, graphite on artist board",Drawing,1912
2.3716626,3.570292,0.6539773,Modern and Contemporary Art,Unknown,Pen and black ink and graphite on tracing paper,Drawing,1943
8.285853,-2.9167404,-6.7122884,Drawings and Prints,Unknown,Gouache over graphite,Drawing Ornament & Architecture,1935
-1.3260916,3.8935888,-3.936067,European Sculpture and Decorative Arts,"British, Staffordshire",Lead-glazed earthenware,Posset pot,1710
1.4780606,8.0963,11.894759,Drawings and Prints,Unknown,Commercial color lithograph,Print,1891
-9.228907,-1.5725427,12.464062,Drawings and Prints,Unknown,Commercial color lithograph,Baseball card,1955
-8.615769,5.2165885,8.427124,Greek and Roman Art,"Greek, Attic",Terracotta,Kylix fragment,-530
4.650155,8.036167,3.6371617,Egyptian Art,Unknown,Faience,Hm scepter,-1353
0.5639918,10.610132,5.749576,European Sculpture and Decorative Arts,"German, Meissen with German, Augsburg decoration",Porcelain,Saucer,1700
-4.8585486,-14.593333,6.700601,Egyptian Art,Unknown,"Pottery, ink","Jar label, srmt dbḥw, ale",-1390
10.536994,-3.0477087,8.1677265,Asian Art,China,Jade,Bead,1867
-1.0529318,11.249986,-2.5366871,The American Wing,"American, Shaker",Iron,Tongs,1800
-1.3694462,1.5165275,6.457783,Photographs,Unknown,Albumen silver print,Photograph,1850
0.27270994,7.9583616,3.682857,European Sculpture and Decorative Arts,German,Linen,Fragment,1695
0.3995209,-9.848289,-1.4629081,Greek and Roman Art,Roman,Glass,Bowl,100
-2.960583,10.5343275,2.3630314,Costume Institute,Italian,silk,Scarf,1900
4.11678,3.1934414,-0.25930375,Drawings and Prints,Unknown,Cloth samples attached to photomechanical printed sheet,Book,1870
12.271671,5.1017203,6.4994903,Drawings and Prints,Unknown,Commercial color lithograph with metal trim,Print baseball card,1909
0.58063734,0.1828175,9.371901,Drawings and Prints,Unknown,Etching; first (final) state (Harrington); second state of three (Schneiderman),Print,1873
4.0447044,5.068361,6.3689137,European Sculpture and Decorative Arts,French,Carved walnut,Panel,1500
2.5018687,1.6460347,5.152372,Costume Institute,French,Silk,Evening dress,1958
7.2036767,-11.614438,-7.664675,Drawings and Prints,Unknown,Commercial color lithograph,Print,1889
10.930078,-4.0097666,-0.46954963,Drawings and Prints,Unknown,Etching,Print,1790
0.8500446,7.1786075,-3.642038,Costume Institute,American,silk,Cap,1965
-3.3630586,2.8497756,-5.3360376,Drawings and Prints,Unknown,Commercial color photolithograph,Print,1941
-0.36002123,-8.667119,-1.4920789,Asian Art,Japan,Clay covered with glaze; right-handed itogiri (Takatori ware),Tea jar,1680
-3.4587069,-2.1239252,-1.3648411,Drawings and Prints,Unknown,Engraving,"Print, calling card",1906
2.9556932,-0.20991014,1.1626925,Drawings and Prints,Unknown,Engraving,Print,1537
-1.8238703,-2.2394629,1.7765613,Drawings and Prints,Unknown,Color lithograph,Print,1910
0.803159,7.1357403,-4.0607615,Costume Institute,American,"wool, horsehair, synthetic fiber",Ensemble,1995
0.235537,-0.40622795,-5.2987065,Asian Art,China,Porcelain: egg-shell,Covered cup and saucer,1736
-3.9690304,-0.7901847,9.313284,Arms and Armor,"Spanish, Ripoll","Steel, wood (walnut) silver",Pair of miquelet pistols,1725
4.5241466,-7.840493,-2.0544207,European Sculpture and Decorative Arts,"French, Paris","Wool, silk (20-21 warps per inch, 8-9 per cm.)",Tapestry,1732
3.8092566,5.3003416,6.136589,European Sculpture and Decorative Arts,French,Glass,Horn,1600
4.0805225,-1.7654277,8.066579,Arms and Armor,Japanese,"Copper-silver alloy (shibuichi), gold, silver",Knife handle (Kozuka),1801
7.020462,3.9985857,-5.4034705,Medieval Art,French,Colorless glass,Fragment,1300
-1.5408754,-4.3891883,8.59418,Drawings and Prints,Unknown,Color lithograph,Print,1911
-3.7978988,-1.0036283,9.154363,"Arts of Africa, Oceania, and the Americas",Tabwa peoples,"Wood, beads",Male figure,1700
5.4844217,-3.161658,9.746078,Drawings and Prints,Unknown,"Pen and black ink, watercolor and gouache",Drawing,1874
2.451415,3.265349,-1.8871893,Drawings and Prints,Unknown,ink,Drawing,1904
-5.1298375,5.083138,1.398915,Asian Art,Japan,"Three cases; lacquered wood with gold and silver takamaki-e, hiramaki-e, togidashimaki-e, gold foil cut-outs, and mother-of-pearl inlay on black ground
Netsuke: kagamibuta with Shōjō design
Ojime: agate bead

",Inrō,1750
7.816209,-13.952103,7.619454,Drawings and Prints,Unknown,Albumen photograph,"Baseball card, photograph",1887
-10.931668,-8.431136,-5.0131807,Egyptian Art,Unknown,Mud,"Sealing, Amenhotep III, Nebmaatre, cobra,",-1390
-5.1433024,0.4966815,4.8584423,Drawings and Prints,Unknown,Woodcut,Print,1472
0.84314203,-4.345578,1.4643506,Photographs,Unknown,Albumen silver print,Carte-de-visite,1857
-8.29574,0.52453035,-1.9059795,Drawings and Prints,Unknown,Engraving; fourth state of five (BLL),Print,1570
-7.3662066,3.375333,-1.537302,Greek and Roman Art,Cypriot,Gold,"Bead, lentoid",-1450
4.239308,-4.104554,-2.952255,Drawings and Prints,Unknown,"Pen and brown ink, brush and brown wash",Drawing Ornament & Architecture,1720
-1.6671653,-5.2609267,-3.6211417,Asian Art,China,"Silk, metallic thread",Sutra Cover,1600
4.631056,-1.6428895,8.383407,Arms and Armor,Japanese,Copper-silver alloy (shibuichi),Knife handle (Kozuka),1700
-2.3201134,10.936333,0.9391495,Asian Art,China,Jade (nephrite),Disk,960
-6.9869337,2.1499312,-5.4835477,Drawings and Prints,Unknown,Lithograph on wove paper,Print,1838
6.8028626,5.8076053,-0.1602485,Costume Institute,American,Metallic,Ornament,1864
0.2125312,-1.8323201,0.3963971,Drawings and Prints,Unknown,Mezzotint,Print,1739
-1.3523802,-4.8821306,-3.6395965,Asian Art,China,Porcelain,Bottle,1723
4.293718,9.84077,1.8772732,Asian Art,Japan,Wood,Netsuke,1700
7.2036366,-11.614354,-7.66464,Drawings and Prints,Unknown,Commercial color lithograph,Print,1889
-0.9184562,-2.3300257,-0.23235601,Drawings and Prints,Unknown,Intaglio,Print,1829
-1.0913858,-2.5263472,5.9586935,Greek and Roman Art,Post-Roman (?),Glass,"Square plaque, mosaic",0
5.7208014,4.025969,-0.9418847,Musical Instruments,Russian,Brass,Handbell,1801
-1.7333432,-2.1307404,-0.61945313,Drawings and Prints,Unknown,Facsimile of etching and engraving; second state of three (Bocher),Print ; facsimile,1800
2.7718868,2.994767,-1.7895457,Drawings and Prints,Unknown,"pen and black ink, watercolor and gouache",Drawing,1893
0.7738237,4.441618,8.565201,Greek and Roman Art,"Greek, Attic",Terracotta,Alabastron,-510
-0.8166375,-2.6111238,-8.730089,Drawings and Prints,Unknown,Lithographed,Book,1831
2.894733,4.392995,-1.643018,Drawings and Prints,Unknown,Graphite,Drawing,1885
0.4167328,6.0362563,4.7649603,Costume Institute,French,"silk, metal thread",Dress,1925
-5.054499,-5.488334,-1.4221493,Photographs,Unknown,Unknown,Books,1949
-11.715742,-13.291134,-0.38144508,Greek and Roman Art,"Greek, Attic",Terracotta,Oinochoe fragment,-530
-8.370002,0.571058,-1.8403662,Drawings and Prints,Unknown,Engraving,Print,1619
6.8580017,-12.047812,3.6901314,Drawings and Prints,Unknown,Commercial color lithograph,Baseball card,1909
-1.7378443,-4.1792083,8.895918,Drawings and Prints,Unknown,"Metalcut, letterpress (relief printing)",Print,1943
8.461824,8.3906,10.380361,Drawings and Prints,Unknown,Commercial color lithograph,Print,1888
-0.8500903,4.62166,2.32377,Costume Institute,Belgian,Linen,Fan,1876
-5.741754,3.3985734,-5.76693,Drawings and Prints,Unknown,Etching; second state of three (Préaud),Print collection ornament & architecture,1656
7.2747645,3.3983686,6.7971816,Drawings and Prints,Unknown,"Etching



",Print,1912
-2.4484951,-5.4564433,-9.742328,European Sculpture and Decorative Arts,"Italian, Gubbio","Maiolica (tin-glazed earthenware), lustered",Bowl,1524
-8.31473,5.180892,0.7363156,Drawings and Prints,Unknown,Engraving and blackwork,print ornament & architecture,1612
7.014202,0.2556996,8.4131975,Drawings and Prints,Unknown,Etching,Print ornament & architecture,1550
-1.4757254,-2.2171981,0.89047796,Photographs,Unknown,Salted paper print,Photograph,1850
4.091001,5.0263944,6.4046125,The Cloisters,French,Oak,Panel,1500
0.7192312,-5.0965343,2.4727852,Drawings and Prints,Unknown,"Drypoint, aquatint, softground, and lavis",Print,1897
-4.2356815,-3.5864763,4.9715524,Greek and Roman Art,"Greek, Attic?",Terracotta,Kylix fragment,-530
2.1206677,-10.731865,-1.7606546,Asian Art,Japan,"Lacquer, roiro, nashiji, gold and silver togidashi; Interior: roiro and fundame",Inrō,1700
-8.705197,1.9508137,-3.6204658,Asian Art,China,Earthenware,Figure,618
-0.68783194,0.0553877,-1.1825054,Drawings and Prints,Unknown,Lithograph on off white laid paper,Print,1900
-9.522105,10.782051,-7.0126033,Egyptian Art,Unknown,"Limestone, paint","Relief fragment, tomb of Meketre",-1981
7.1235332,4.3989563,10.20824,Egyptian Art,Unknown,Limestone,"Figurine, monkey",-1981
-0.75517356,-2.3857055,-1.2457834,Drawings and Prints,Unknown,Printed book,Book,1807
-0.06575411,-0.9821075,5.854505,"Arts of Africa, Oceania, and the Americas",Veracruz,Ceramic,Figure,575
-1.6279004,1.3885312,6.9796777,Drawings and Prints,Unknown,Pen and brown ink with watercolor,"Drawing, Valentine",1800
-6.904753,-2.3194487,-5.4662075,Drawings and Prints,Unknown,Woodcut,Print,1945
10.130724,0.3384176,-0.8977386,Drawings and Prints,Unknown,Lithograph; third state of three (Delteil),Print,1849
-3.2544575,-6.751621,2.1282923,The American Wing,American,Oil on canvas,Painting,1925
13.209856,-1.3515378,3.6039793,Drawings and Prints,Unknown,Albumen print,Photograph,1888
4.792401,8.12711,3.7592537,Egyptian Art,Unknown,Pottery,"Mold, grapes",-1353
0.4001296,-9.849674,-1.4635056,Greek and Roman Art,Roman,Glass,Jug,100
12.402131,3.1021912,-5.3286147,Drawings and Prints,Unknown,Photolithograph,"Baseball card, print",1910
-3.6392922,-8.779875,10.770618,Drawings and Prints,Unknown,Albumen photograph,Print,1880
9.230634,2.3408663,3.0668683,Modern and Contemporary Art,Unknown,Ink and essence on paper,Drawing,1900
-8.340792,5.137859,0.19778043,Drawings and Prints,Unknown,Etching,Print,1742
7.140875,1.127804,-5.96299,Islamic Art,Unknown,Wood; carved,Panel,700
0.43468404,-5.156812,3.0488408,Modern and Contemporary Art,Unknown,Watercolor and chalk on paper,Drawing,1921
-1.9381149,-2.365503,-1.3619021,Drawings and Prints,Unknown,Etching on chine collé,Print,1865
2.5609899,-2.6436539,-8.860442,The American Wing,British,Non-lead glass,Wine glass,1765
14.863128,4.8223157,-10.288374,Greek and Roman Art,"Greek, Attic",Terracotta,Kylix fragment,-600
0.26854312,7.953452,3.6858552,Arms and Armor,German,Steel,Pair of flintlock pistols,1675
1.6297659,-8.345579,3.312458,Asian Art,Japan,"Porcelain decorated with enamels (Arita ware, Imari type)",Wine bottle,1780
-1.4161899,-2.1356735,1.5728278,Drawings and Prints,Unknown,"Lithograph, printed in color",Print,1877
4.3361955,-3.866254,-3.5093472,Drawings and Prints,Unknown,Etching,Print,1764
-0.00086442404,-7.168911,-5.058008,European Sculpture and Decorative Arts,"Italian, Verona",Walnut and other woods,Panel,1547
-11.715804,-13.291196,-0.38150516,Greek and Roman Art,"Greek, Attic",Terracotta,Skyphos fragment,-530
2.960036,-2.8855386,3.236414,"Arts of Africa, Oceania, and the Americas","Maori people, Te Arawa",Wood,Club,1890
14.313256,2.0345476,3.3851702,Drawings and Prints,Unknown,Pen and black ink with graphite,"Drawings, Ornament & Architecture",1825
-5.2018304,5.540095,1.4142619,Asian Art,Japan,Pair of hanging scrolls; ink and color on paper,Hanging scrolls,1400
3.777641,-0.020398663,-9.974114,Drawings and Prints,Unknown,"Engraving, drypoint, and etching (?)",Print,1510
-9.284156,-1.7214515,3.9172382,European Sculpture and Decorative Arts,French,Unknown,Fringe,1700
-0.024116382,-0.8126785,-7.462203,Drawings and Prints,Unknown,Etching and engraving,Print,1734
-2.6431684,-2.309789,-1.4036254,Drawings and Prints,Unknown,Etching in brownish black ink,Print,1901
2.1758425,-10.6414795,-1.66237,Asian Art,Japan,Unknown,Ojime,1700
-4.5850773,-3.7743456,4.922078,Greek and Roman Art,"Greek, Cypriot","Gold, cloisonne","Bracelet, one of pair",-499
-9.273844,0.20969902,1.2253327,Egyptian Art,Unknown,Glazed steatite,"Scarab, Khafre",-664
7.0602913,0.22652502,8.481729,Drawings and Prints,Unknown,Engraving,Print,1584
1.2490524,11.373703,0.79343265,Photographs,Unknown,Gelatin silver print,Postcard,1928
10.537257,-3.0488617,8.168283,Asian Art,China,Jade,Bead,1867
3.82312,-0.051137008,-10.00583,Drawings and Prints,Unknown,Engraving,Print,1510
3.5706754,-4.6776943,-3.9858854,Drawings and Prints,Unknown,Etching; sixth state of eight (Hind),Print,1750
-5.6563754,-2.4828548,-6.83095,Medieval Art,Coptic,Pottery fragment with ink inscription,Ostrakon,580
7.6093373,3.2999692,8.348689,Costume Institute,American or European,enamel,Button,1700
0.5802521,0.22537903,10.0891905,European Paintings,Unknown,Oil on millboard,Painting,1820
-6.261759,-0.71464616,8.206436,Costume Institute,British,"silk, cotton",Dress,1890
4.135149,8.683173,-4.2053676,European Sculpture and Decorative Arts,French,Silk and metal thread on silk,Border,1805
4.0416646,5.072158,6.3643813,Arms and Armor,French,"Steel, wood, leather",Two-handed sword,1525
17.15833,2.888989,8.895729,Drawings and Prints,Unknown,Albumen photograph,Photograph,1885
-1.2346365,4.038428,-7.3842883,Photographs,Unknown,Film negative,Negative,1933
-8.590029,2.0570025,-3.703859,Asian Art,China,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),Wine container,1
3.3987358,0.1520905,-9.715306,Drawings and Prints,Unknown,"Engraving, i",Print,1535
-4.307731,-1.9637666,-1.1747811,Drawings and Prints,Unknown,Lithograph,Print,1973
-1.7295023,-2.453738,-1.390902,Drawings and Prints,Unknown,Lithograph with blue and beige tint stones,Print,1862
-1.9716766,10.407787,-0.9360184,Modern and Contemporary Art,American,"Silk, printed",Textile sample,1925
4.2323184,4.385946,-9.734931,The American Wing,Italian,Terracotta,Urn,1800
5.3568997,7.0737743,-3.5268338,Drawings and Prints,Unknown,Etching,Print,1635
-1.4867127,-5.0713725,-3.6324368,Asian Art,China,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),Jar with cover,1667
1.2543297,1.1506907,-1.3946885,Drawings and Prints,Unknown,Engraving,Print,1664
7.553467,-0.8199216,5.7162986,Egyptian Art,Unknown,Shell,Bracelet,-4500
3.431388,3.614472,0.8169423,Drawings and Prints,Unknown,Pen and ink and graphite,Drawing,1913
-10.324216,-4.6887,-2.1257052,Drawings and Prints,Unknown,Etching,Print,1741
4.9072185,-4.199751,-1.1722583,Drawings and Prints,Unknown,"Black and red chalk, on blue paper (recto); slight study of drapery (?) in black chalk (verso)",Drawing,1610
0.007843084,-0.17688738,-5.5034018,Asian Art,China,Opaque mottled red and yellow glass,Bowl,1777
1.3237642,4.28597,-2.0726545,Modern and Contemporary Art,Unknown,Bronze,Sculpture,1915
14.368704,2.0845,3.4344537,Drawings and Prints,Unknown,"Pen and black ink with watercolor, gouache, metallic ink and gum arabic","Drawings, Ornament & Architecture",1825
2.644065,1.7663794,-15.028001,Photographs,Unknown,Film negative,Negative,1935
7.192086,-12.407571,3.6419919,Drawings and Prints,Unknown,Commercial lithograph,Baseball card,1909
-1.7900823,-5.3694777,-3.4920568,Asian Art,China,Silk,Sutra cover,1500
2.49014,1.6502466,5.1545377,Costume Institute,French,"wool, synthetic, fur, metal",Ensemble,2005
-4.0039177,-2.278102,-10.570242,Drawings and Prints,Unknown,Commercial color photolithograph,Print,1919
9.089222,-3.5170014,11.887582,Photographs,Unknown,Albumen silver prints,Stereographs,1850
-1.7583591,-2.2895586,0.21108131,Drawings and Prints,Unknown,"Etching, engraving, and roulette on chine collé; second edition (Gazette des Beaux-Arts, 1900)",Print,1844
-0.8362892,9.17056,-6.4884605,Drawings and Prints,Unknown,Hand-colored etching,Print,1799
5.5977244,2.0920508,-1.7002037,Photographs,Unknown,Albumen silver print from glass negative,Carte-de-visite,1864
-6.2182016,-0.7642356,8.176605,European Sculpture and Decorative Arts,British,"Harewood, rosewood, ebony, boxwood, satiné, purple-heart, mahogany",Desk,1765
-2.6720467,-9.239675,-2.3255742,Photographs,Unknown,Carbon print,Photographically Illustrated Book,1867
5.962988,3.7070866,-14.353275,Greek and Roman Art,"Greek, Attic",Terracotta,Kylix fragment; lipped inside and out,-600
-9.271097,0.20694785,1.22254,Egyptian Art,Unknown,Faience,"Amulet, Djed pillar",-664
-3.168081,1.9487631,4.1244097,European Sculpture and Decorative Arts,"Italian, Milan or German","Crystal, silver- or brass-gilt",Vessel,1585
-11.635381,1.4012069,6.500305,Drawings and Prints,Unknown,Commercial color lithograph,Print,1888
-0.05848153,-7.3855195,-5.5400786,"Arts of Africa, Oceania, and the Americas",Asmat people,"Fiber, cassowary feathers, seeds",Belt,1900
-0.59667337,4.180856,1.9618846,Costume Institute,probably American,"silk, wool",Mourning Dress,1844
0.22330749,-3.324364,4.45204,Drawings and Prints,Unknown,Engraving,Print ornament & architecture,1527
1.7368972,-1.3701935,0.87448806,Drawings and Prints,Unknown,Unknown,Book,1682
-3.7045524,-7.650657,1.3337989,The American Wing,American,Porcelain,Cup and saucer,1835
4.3850183,3.3894095,-1.2669864,Photographs,Unknown,Albumen silver print from glass negative,Photograph,1861
6.9268136,-5.155309,-4.222671,Drawings and Prints,Unknown,"Etching and engraving, state ii/ii",Unknown,1649
-11.555212,-10.428316,-5.399413,Drawings and Prints,Unknown,Commercial color lithograph,Print,1880
-7.181246,3.216879,4.0438385,Egyptian Art,Unknown,Anhydrite,"Ointment jar, baboons holding a jar",-1800
-5.6923413,3.5034192,-5.9148064,Drawings and Prints,Unknown,Engraving,Print,1620
5.359949,7.922219,17.041815,Drawings and Prints,Unknown,Albumen photograph,Photograph,1890
-4.751525,-3.459787,4.538441,Greek and Roman Art,Lydian,Terracotta,Tile,-599
-3.058729,-6.859352,1.725479,The American Wing,American,Oil on canvas,Painting,1911
-5.094861,5.424164,1.0157716,Asian Art,Japan,Woodblock print; ink and color on paper,Print,1763
-0.5078838,3.902499,-1.8056376,Photographs,Unknown,Gelatin silver print,Photograph,1950
-0.7599188,-7.934605,-6.920282,Greek and Roman Art,Greek,"Bronze, gold","Earring, spiral with collar and pyramids",-699
6.8169646,-2.8684514,-5.6759377,Islamic Art,Unknown,Earthenware,Ceramic fragment,1400
2.2971902,-0.12077762,0.77926296,Drawings and Prints,Unknown,Woodcut,Books Prints Ornament & Architecture,1557
-4.131718,-2.0916529,-10.581736,Drawings and Prints,Unknown,Printed felt,"Print, baseball",1914
4.2519183,-4.1013613,-2.9409912,Drawings and Prints,Unknown,Etching,Print,1723
-3.5772839,15.5707855,-10.885544,Islamic Art,Unknown,"Stucco; carved, painted",Fragment,800
-6.7157936,6.1601863,-3.8903935,Costume Institute,American,metal,Dress,1960
0.36447987,0.69797575,-2.2335076,Drawings and Prints,Unknown,"Pen and brown ink, brush and brown and red-brown wash, pale blue gouache, heightened with white, over graphite",Drawing,1770
-3.0946987,5.555699,-1.5510088,Photographs,Unknown,Film negative,Negative,1930
-6.777753,-2.4659903,-5.6506443,Photographs,Unknown,Gelatin silver print,Photograph,1968
2.5879107,-1.1139561,1.0081469,Drawings and Prints,Unknown,Etching and engraving; second state of three (TIB),Print,1597
2.721059,3.5202053,-7.2260356,Costume Institute,French,[no medium available],Hat,1905
-1.9086862,3.6190019,3.597098,"Arts of Africa, Oceania, and the Americas",Edo peoples,Bronze,Altar,1760
3.7420387,0.12729084,2.4621558,Drawings and Prints,Unknown,Etching,Print,1621
-3.0153892,10.589959,2.3079617,Costume Institute,Italian,"cotton, leather, metal",Trousers,1976
-0.13650228,-2.4792924,-1.1806103,Drawings and Prints,Unknown,Etching and engraving,Print,1801
5.172519,-6.677727,3.341838,Drawings and Prints,Unknown,Color Lithograph,Print,1937
-0.7055067,-7.9704003,-6.892012,Greek and Roman Art,Etruscan,Terracotta,Olpe,-550
0.02044989,-2.4271095,-1.3726244,Drawings and Prints,Unknown,Etching,Print; ephemera,1796
4.3722367,3.4119544,-1.2731619,Photographs,Unknown,Daguerreotype with applied color,Daguerreotype,1854
4.4520016,5.897858,-3.2301795,Drawings and Prints,Unknown,Engraving and etching,Print,1557
1.7212868,-1.3114899,0.6254792,Drawings and Prints,Unknown,Engraving,print,1600
4.5632925,-4.1678,-2.0686698,Drawings and Prints,Unknown,"Pen and brown ink, brush and gray wash. Squared in black chalk",Drawing,1690
-4.540113,-3.6889238,4.8800306,Greek and Roman Art,"Greek, Eastern Mediterranean",Glass,Alabastron,-525
0.8259209,1.8241034,-11.412095,European Sculpture and Decorative Arts,British,Bronze,Medal,1858
-7.049375,-1.4278797,7.9596205,Drawings and Prints,Unknown,Commercial color lithograph,Print,1888
-8.890495,-4.217575,0.88949347,Egyptian Art,Unknown,"Mud plaster, paint","Ceiling Painting, Senenmut, TT 71",-1479
8.689715,-2.4242492,4.852,Islamic Art,Unknown,"Wool, linen; tapestry weave",Textile fragment,500
5.359685,-1.6667963,0.18101847,Asian Art,Indonesia (Java),Gold,Bracelets,700
0.29927513,6.4562535,4.622675,Costume Institute,French,angora,Evening dress,1969
5.705658,-3.8204262,0.11319216,Drawings and Prints,Unknown,Engraving,Print,1536
-3.1199968,1.4192553,4.2742634,European Sculpture and Decorative Arts,"Italian, probably Deruta",Maiolica (tin-glazed earthenware),Dish,1475
-0.7594714,-2.40795,-1.2886623,Drawings and Prints,Unknown,Letterpress and engraving,Print,1822
6.5329895,-5.912089,-0.95329005,Costume Institute,European,"linen, metal",Slippers,1675
0.328978,-2.342552,-0.6529913,Drawings and Prints,Unknown,Etching,Album Print Ornament & Architecture,1750
0.7755365,11.856069,0.90932006,Drawings and Prints,Unknown,Commercial color lithograph,Print,1892
